ID,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2
9635,0,0,0,0,0
9727,0,0,0,0,0
6205,0,0,0,0,0
10681,0,0,0,0,0
5156,0,0,0,0,0
3050,0,0,0,0,0
8164,0,0,0,0,0
5626,0,0,0,0,0
7600,0,0,0,0,0
6406,0,0,0,0,0
7002,0,0,0,0,0
8234,1,0,0,0,0
6116,0,0,0,0,0
291,0,0,0,0,0
8779,1,0,0,0,0
4931,0,0,0,0,0
1650,0,0,0,0,0
9701,0,0,0,0,0
6431,0,0,0,0,0
10789,0,0,0,0,0
5302,0,0,0,0,0
4459,0,0,0,0,0
10642,0,0,0,0,0
9213,0,0,0,0,0
3678,0,1,0,0,0
3698,0,0,1,0,0
5929,0,0,0,0,0
10795,0,0,0,0,0
4390,0,0,0,0,0
9362,0,1,0,0,0
1577,0,0,1,0,0
4609,0,0,0,0,0
7143,0,0,0,0,0
1729,0,0,0,0,0
10664,0,0,0,0,0
5029,0,0,0,0,0
10507,0,1,0,0,0
3865,0,0,0,0,0
6982,0,0,0,0,0
7042,0,0,0,0,0
9668,0,0,0,0,0
6878,0,0,0,0,0
4099,0,0,0,0,0
5031,0,0,1,0,0
1970,0,0,0,0,0
5726,0,0,0,0,0
5231,0,0,0,0,0
1307,0,0,0,0,0
10609,0,0,0,0,0
5782,0,1,0,0,0
7533,0,0,0,0,0
9493,0,0,1,1,0
2253,0,0,0,0,0
2326,0,0,0,0,0
1876,0,0,0,0,0
7141,0,0,0,0,0
7393,0,0,0,0,0
4713,0,0,0,0,0
5093,0,0,0,0,0
8524,0,0,0,0,0
3766,0,0,0,0,0
9725,1,0,0,0,0
8933,0,0,0,0,0
10779,0,0,0,0,0
9289,0,0,0,0,0
2613,0,0,0,0,0
10133,0,1,1,1,0
8443,1,0,0,0,0
10796,0,0,0,0,0
10241,0,0,0,0,0
3388,0,0,0,0,0
6507,0,0,0,0,0
7446,0,0,0,0,0
87,0,0,0,0,0
10477,0,0,0,0,0
6072,0,0,0,1,0
2518,0,0,0,0,0
247,0,0,0,0,0
9463,0,0,0,0,0
1459,0,0,0,0,0
9530,0,0,0,0,0
9653,0,0,0,0,0
10785,0,0,0,0,0
9392,0,0,0,0,0
3769,0,0,0,0,0
10146,0,0,0,0,0
4741,0,1,0,0,0
1880,0,0,0,0,0
6471,0,0,0,0,0
5718,0,0,1,1,0
3478,0,0,0,0,0
7848,0,0,0,0,0
7999,0,1,1,0,0
11101,0,0,1,0,0
9212,0,0,0,0,0
10983,0,0,0,0,0
3629,0,0,0,0,0
4673,0,0,0,1,0
796,0,0,0,0,0
618,0,0,0,0,0
380,1,0,0,0,0
1092,0,0,0,0,0
8962,0,0,0,0,0
8207,0,0,0,0,0
6521,0,0,0,0,0
535,0,0,0,0,0
4608,0,0,0,0,0
11086,0,0,0,0,0
1064,0,0,0,0,0
7000,0,0,0,0,0
1581,0,0,0,0,0
7384,0,0,0,0,0
10552,0,0,0,0,0
6409,0,0,0,0,0
9507,0,0,0,0,0
9560,0,0,1,0,0
10991,0,0,0,0,0
4712,0,0,0,0,0
11056,0,0,0,0,0
7414,0,0,0,0,0
3076,0,0,0,0,0
6355,0,0,0,0,0
7959,0,0,0,0,0
5512,0,0,0,0,0
10102,0,0,0,0,0
9369,1,0,0,1,0
3711,0,0,1,1,0
6931,0,0,1,0,0
9596,0,0,0,0,0
2727,0,0,0,0,0
8416,0,0,0,0,0
3967,0,0,0,0,0
2139,0,0,0,0,0
2162,0,0,0,0,0
9242,1,0,0,0,0
10595,0,0,0,0,0
4855,0,0,0,0,0
5049,0,0,0,0,0
4967,0,0,0,0,0
5255,0,0,0,0,0
9215,0,0,0,0,0
3525,0,0,0,0,0
3619,0,0,1,0,0
4415,0,0,0,0,0
3645,0,0,0,0,0
4692,1,0,0,0,0
3955,0,0,0,0,0
5313,0,0,0,0,0
7196,0,0,0,0,0
1381,0,0,0,0,0
10951,0,1,0,0,0
4322,0,0,0,0,0
7444,0,0,0,0,0
2942,1,0,0,0,0
2874,0,0,0,0,0
3667,0,1,1,1,0
3697,0,0,0,0,0
9955,0,0,0,0,0
5320,0,0,0,0,0
6422,0,0,0,0,0
3690,0,0,1,0,0
2408,0,0,0,0,0
9260,0,0,0,0,0
9648,0,0,0,0,0
4939,0,0,0,0,0
8652,0,0,0,0,0
4702,0,0,0,0,0
2587,0,0,0,0,0
2811,0,0,0,0,0
9150,0,0,0,0,0
10127,0,0,0,0,0
5493,1,0,0,0,0
2666,0,1,0,0,0
10099,0,0,0,0,0
10562,0,0,0,0,0
7881,0,0,0,0,0
6721,0,0,0,0,0
5204,0,0,1,0,0
5209,0,0,0,0,0
10128,0,0,0,0,0
9284,0,0,0,0,0
8643,0,0,0,0,0
1685,0,1,0,0,0
2877,0,0,0,0,0
8369,0,0,0,0,0
6233,0,0,0,0,0
195,1,0,0,0,0
1501,0,0,0,0,0
10846,1,0,0,0,0
8341,1,0,0,0,0
10766,0,0,0,0,0
9971,0,0,0,0,0
1740,0,1,0,0,0
8737,0,0,0,0,0
6466,0,0,0,0,0
10430,0,1,1,1,0
8773,0,1,0,0,0
2371,0,0,0,0,0
7786,0,0,0,0,0
4088,0,0,0,0,0
4971,0,0,0,0,0
10560,0,0,0,0,0
6892,0,1,0,1,0
11004,0,0,0,0,0
1818,0,0,0,0,0
9485,0,0,0,0,0
6646,0,0,0,0,0
4248,0,1,0,0,0
7451,0,1,0,0,0
7861,0,0,0,0,0
5232,0,0,0,0,0
3011,0,0,0,0,0
5758,1,0,1,1,1
2173,0,0,0,0,0
10711,0,0,0,0,0
8268,0,0,0,0,0
2782,0,0,0,0,0
9432,0,0,0,0,0
5872,0,0,0,0,0
11187,0,0,0,0,0
2428,0,0,0,0,0
1726,1,0,0,0,0
1802,0,0,0,0,0
1162,0,0,0,0,0
10643,0,0,0,0,0
11112,0,0,0,0,0
2114,0,0,1,1,0
4261,0,0,1,1,0
2457,0,0,0,0,0
2495,0,0,0,0,0
6983,0,0,0,0,0
3436,0,0,0,0,0
7505,0,0,0,0,0
4286,1,0,0,0,0
7224,0,0,0,0,0
6215,0,0,0,0,0
968,0,0,0,0,0
4096,0,0,0,0,0
3153,0,0,0,0,0
6504,1,0,0,0,0
5329,0,0,0,0,0
1175,1,0,0,0,0
1377,0,0,0,0,0
4607,0,0,0,0,0
4944,0,0,0,0,0
9483,0,0,0,0,0
1378,0,0,0,0,0
5991,0,0,0,0,0
2807,0,0,0,0,0
1052,0,0,0,0,0
9760,0,0,0,0,0
7101,0,0,0,0,0
9909,0,0,0,0,0
5907,0,0,0,0,0
793,0,0,0,0,0
8832,0,0,0,0,0
2535,0,1,1,1,0
1523,0,0,0,0,0
1839,0,0,0,0,0
9972,1,0,0,0,1
2945,1,0,0,0,1
9291,0,0,0,0,0
2829,0,1,0,1,0
8594,0,0,0,0,0
1592,0,0,1,1,0
4310,0,0,0,1,0
6950,0,0,0,0,0
8492,0,0,0,1,0
5684,0,0,0,0,0
5909,0,0,0,0,0
9855,0,0,0,1,0
975,0,0,0,0,0
